Introduction/Consent,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Q-DemThreat,Q-FeelingTherm_1,Q-FeelingTherm_2,Q-AffPolarization,Event1_Prob_Pre_1,Event2_Prob_Pre_1,Event3_Prob_Pre_1,Event4_Prob_Pre_1,Attention Check_1,Prior_awareness,Prior_participation,redistrict_c_time _First Click,redistrict_c_time _Last Click,redistrict_c_time _Page Submit,redistrict_c_time _Click Count,redistrict_t_time_First Click,redistrict_t_time_Last Click,redistrict_t_time_Page Submit,redistrict_t_time_Click Count,rallies_c_time_First Click,rallies_c_time_Last Click,rallies_c_time_Page Submit,rallies_c_time_Click Count,rallies_t_time_First Click,rallies_t_time_Last Click,rallies_t_time_Page Submit,rallies_t_time_Click Count,investigate_t_time_First Click,investigate_t_time_Last Click,investigate_t_time_Page Submit,investigate_t_time_Click Count,media_c_time_First Click,media_c_time_Last Click,media_c_time_Page Submit,media_c_time_Click Count,media_t_time_First Click,media_t_time_Last Click,media_t_time_Page Submit,media_t_time_Click Count,courts_c_time_First Click,courts_c_time_Last Click,courts_c_time_Page Submit,courts_c_time_Click Count,courts_t_time_First Click,courts_t_time_Last Click,courts_t_time_Page Submit,courts_t_time_Click Count,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-ReElection,Q-AttentionCheck,Q-Manipulation Check,Event1_Prob_Post_1...59,Event2_Prob_Post_1...60,Event3_Prob_Post_1...61,Event4_Prob_Post_1...62,Event1_Prob_Post_1...63,Event2_Prob_Post_1...64,Event3_Prob_Post_1...65,Event4_Prob_Post_1...66,Event1_Prob_Post_1...67,Event2_Prob_Post_1...68,Event3_Prob_Post_1...69,Event4_Prob_Post_1...70,ParticipantId,assignmentId,projectId,Market_Price_m_kxcpi-26apr,Market_Price_m_kxpayrolls-26apr,Market_Price_m_controls-2026,Market_Price_m_kxiceero-26mar,Market_Price_m_kxpayrolls-26may,order_first,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,frame_topic,Treatment,StartTime (America/Denver),CompletionTime (America/Denver),CompletionType,CompletionCode,Payment,Bonus,Fees,Status,QueryString,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Restructuring the state’s highest court to favor the party in power,40,60,Very important,100,NA,60,41,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.383,2.383,7.043,1,NA,NA,NA,NA,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Not specified,The governor took action to pursue a specific policy outcome.,100,NA,61,59,NA,NA,NA,NA,NA,NA,NA,NA,1454EB70D2AA449FA07267CFDD3B1280,019e1804-0f19-798d-ad69-4e97f52ee863,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,courts,0,05/11/2026 11:09:39 AM,05/11/2026 11:13:38 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,30,High school graduate - high school diploma or the equivalent (for example: GED),Female,Information Technology,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",White,Unemployed
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Directing law enforcement to investigate politicians of the opposing party,24,90,Very important,60,50,30,40,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Very Comfortable,Very comfortable,Neither likely nor unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,67,50,30,50,D1CA02A753AF47B1A0FFD7B5E9C0A7E4,019e1802-57a6-7adb-94d2-058bf5b44d40,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,investigate,2,05/11/2026 11:07:47 AM,05/11/2026 11:13:47 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,40,"Bachelor's degree (for example: BA, AB, BS)",Male,Education & Training,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$90,000-$99,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,21,77,Very important,41,0,0,19,64,Unsure,No,3.912,20.568,47.746,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comfortable,Comfortable,Comfortable,Neither likely nor unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,40,0,11,11,NA,NA,NA,NA,41DD0ADC4C22439B9A954DD7B9930EC1,019e1802-148f-763a-b5c0-21cb5726487b,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,1,05/11/2026 11:07:30 AM,05/11/2026 11:13:39 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,63,"Associate degree (for example: AA, AS)",Female,Manufacturing,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Prosecuting journalists for unfair news coverage,0,13,Important,50,0,50,50,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.936,13.936,14.44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,DEA51E3C552844E99DBFE16869662B8C,019e1800-3fcb-76c6-ad47-07f5ed8dfba6,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,media,0,05/11/2026 11:05:30 AM,05/11/2026 11:13:39 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,43,"Bachelor's degree (for example: BA, AB, BS)",Male,Architecture and Construction,In a relationship,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$40,000-$49,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,0,20,Somewhat important,64,50,42,60,64,No,No,NA,NA,NA,NA,7.769,19.508,22.889,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Very uncomfortable,Very uncomfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,58,90,9DB7F084B6BA42F1924FB47E60948E04,019e1801-c6b0-7921-a791-43b2d7848068,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,3,05/11/2026 11:07:10 AM,05/11/2026 11:13:45 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,24,"Bachelor's degree (for example: BA, AB, BS)",Female,NA,NA,Something else,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,NA,Other,NA
"Yes, I consent to participate.",Republican,NA,Strong,NA,Directing law enforcement to investigate politicians of the opposing party,100,50,Important,80,70,55,60,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.269,26.061,27.379,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Comfortable,Somewhat comfortable,Unlikely,Democrat,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,58,70,60,70,32AF061A389746EEA3E64F5421D6B093,019e17f7-dea5-7449-b1bc-11adb0490dda,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,investigate,2,05/11/2026 10:56:20 AM,05/11/2026 11:14:09 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,44,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,"Science, Technology, Engineering & Mathematics",Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Banning political rallies,21,81,Somewhat important,77,100,66,90,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.648,6.319,6.853,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Somewhat uncomfortable,Comfortable,Likely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,87,0,78,21,E0D18BBBCD6B4625A1281C4347DED50B,019e1803-3023-78ac-b4cc-2300714b1bd5,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,rallies,3,05/11/2026 11:08:42 AM,05/11/2026 11:13:51 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,34,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Education & Training,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$90,000-$99,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,Banning political rallies,87,54,Very important,15,8,52,36,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.574,40.286,54.683,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Comfortable,Very comfortable,Somewhat unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,63,49,57,86,NA,NA,NA,NA,9DC142AEFFEF4BA593D81CFC55503CE9,019e1801-7574-7b96-9e44-2b4b179f430d,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,Republican,rallies,1,05/11/2026 11:06:49 AM,05/11/2026 11:13:52 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,72,"Some college, but no degree",Female,Arts,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",White,Part-time
"Yes, I consent to participate.",Republican,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,60,40,Somewhat important,70,60,62,74,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24.606,0,Very comfortable,Somewhat comfortable,Very comfortable,Neither likely nor unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,64,50,60,81,2523D0EA6ADB462AAB91A6A8D8126E63,019e17fa-5e7a-7f46-a15a-8114af8888a1,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,Republican,courts,3,05/11/2026 10:59:04 AM,05/11/2026 11:14:08 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,41,"Associate degree (for example: AA, AS)",Female,Other,In a civil union/partnership,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$20,000-$29,999",White,Student
"Yes, I consent to participate.",Independent,NA,NA,Neither,Prosecuting journalists for unfair news coverage,50,50,Important,70,50,40,54,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,3.719,0,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,65,50,45,60,A7FB4B2B4717487E8C0C3D66257086CA,019e1805-c1c6-7a6e-ae89-309c5b34f61c,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,media,3,05/11/2026 11:11:31 AM,05/11/2026 11:13:53 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,28,"Associate degree (for example: AA, AS)",Male,Government & Public Administration,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$125,000-$149,999",An ethnicity not listed here,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Republican Party,Banning political rallies,70,17,Important,49,0,55,77,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.266,45.145,46.377,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Very unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,NA,NA,NA,NA,49,0,55,95,64AAA110E07B4B0F9B9BC167519B161F,019e1801-65fe-7ca7-a4a3-3d90f54d7da2,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,rallies,2,05/11/2026 11:06:45 AM,05/11/2026 11:14:18 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,47,"Bachelor's degree (for example: BA, AB, BS)",Male,NA,NA,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,NA,White,NA
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,20,60,Very important,50,50,55,25,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,33.564,0,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Comfortable,Comfortable,Likely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,65,50,55,75,NA,NA,NA,NA,615262D916B649A2BF2FE65F9140419F,019e1802-e298-7c38-9f35-f2b61f6febeb,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,courts,1,05/11/2026 11:08:22 AM,05/11/2026 11:14:02 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,42,"Bachelor's degree (for example: BA, AB, BS)",Male,Arts,In a relationship,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",White,Business Owner
"Yes, I consent to participate.",Other party (please specify),Left,NA,Neither,Manipulating geographic boundaries of election districts,0,28,Important,80,0,65,48,64,Yes,No,0,0,202.321,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Uncomfortable,Very uncomfortable,Somewhat uncomfortable,Unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,80,0,60,55,1485708A581E4961981A857C893D8F69,019e1800-005f-7e67-a034-6b4de51928f0,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,3,05/11/2026 11:05:13 AM,05/11/2026 11:14:05 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,38,"Associate degree (for example: AA, AS)",Female,Other,Single,Something else,"No, not of Hispanic, Latino, or Spanish origin",Prefer not to say,United States,"$20,000-$29,999",White,Unemployed
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Directing law enforcement to investigate politicians of the opposing party,32,71,Somewhat unimportant,60,30,30,70,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.282,10.863,12.947,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat comfortable,Neither comfortable nor uncomfortable,Somewhat comfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,65,0,25,80,NA,NA,NA,NA,NA,NA,NA,NA,E1A6C005CC5D4037AA546E05FD868E24,019e1805-0054-73ca-9020-91dc265e3aea,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,investigate,0,05/11/2026 11:10:41 AM,05/11/2026 11:14:07 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,26,"Some college, but no degree",Male,Information Technology,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$70,000-$79,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,0,70,Important,50,50,40,70,64,Yes,No,NA,NA,NA,NA,0,0,31.196,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Very uncomfortable,Uncomfortable,Likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,50,50,40,80,087D6269B32540A6A6CCDC2A7A59A995,019e1803-abeb-7ee6-8136-c361b40510a0,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,2,05/11/2026 11:09:14 AM,05/11/2026 11:14:11 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,47,"Some college, but no degree",Female,Other,Married,Something else,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",White,Part-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Restructuring the state’s highest court to favor the party in power,31,82,Very important,100,50,16,64,64,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8.203,0,Somewhat uncomfortable,Somewhat comfortable,Somewhat comfortable,Somewhat likely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,69,32,55,65,NA,NA,NA,NA,NA,NA,NA,NA,B241767CAB8E4539877A451620423C46,019e1806-3e51-773a-b283-23eda7ec364a,019e17f4-9e09-7916-8745-e6999db374da,NA,NA,NA,NA,NA,OW,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,0,05/11/2026 11:12:02 AM,05/11/2026 11:14:33 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,28,"Bachelor's degree (for example: BA, AB, BS)",Male,"Transportation, Distribution & Logistics",NA,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$50,000-$59,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not very strong,NA,Manipulating geographic boundaries of election districts,3,85,Very important,50,50,50,50,64,No,No,NA,NA,NA,NA,0,0,51.033,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Very uncomfortable,Very uncomfortable,Very uncomfortable,Very unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,50,50,50,50,NA,NA,NA,NA,NA,NA,NA,NA,07442D577E704516998BB4851CA4DD25,019e1802-c1c2-7b96-baa8-75553a087163,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,NA,NA,Mehlhaff,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,0,05/11/2026 11:08:14 AM,05/11/2026 11:14:35 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,27,"Bachelor's degree (for example: BA, AB, BS)",Female,Social Sciences,In a relationship,Democrat,"Yes, Cuban",Woman,United States,"$70,000-$79,999",White,Part-time
"Yes, I consent to participate.",Independent,NA,NA,Neither,Manipulating geographic boundaries of election districts,0,0,Very important,59,0,63,2,64,No,No,NA,NA,NA,NA,1.61,1.61,4.83,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,NA,NA,NA,NA,61,0,63,87,3F8BB1C3C01141B5A3F310F94057CDEC,019e17fe-27bd-7bfc-be89-e47675475739,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,OW,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,3,05/11/2026 11:03:12 AM,05/11/2026 11:14:46 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,42,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,NA,NA,Independent,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Woman,United States,NA,White,NA
"Yes, I consent to participate.",Independent,NA,NA,Closer to Republican Party,Restructuring the state’s highest court to favor the party in power,72,28,Somewhat important,50,50,67,33,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,13.076,0,Somewhat uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,50,50,57,56,NA,NA,NA,NA,NA,NA,NA,NA,3B43DD293D824BFE9B0F12D8B6D89DE2,019e17f8-8899-72ac-9409-fc4c7cf71a95,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,Republican,courts,0,05/11/2026 10:57:04 AM,05/11/2026 11:14:58 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,34,"Bachelor's degree (for example: BA, AB, BS)",Female,Marketing and Sales,In a relationship,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$100,000-$124,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Restructuring the state’s highest court to favor the party in power,0,41,Somewhat important,62,50,43,32,64,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,18.301,0,Somewhat uncomfortable,Uncomfortable,Somewhat uncomfortable,Somewhat likely,Democrat,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,66,50,EFAE940419184BBFA6C7066CD8A3F955,019e1802-0b51-7be2-ab45-2c36812a2c08,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,2,05/11/2026 11:07:27 AM,05/11/2026 11:15:03 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,38,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Information Technology,Married,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$60,000-$69,999",White,Business Owner
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Manipulating geographic boundaries of election districts,0,80,Important,100,0,30,80,64,No,No,7.694,9.278,30.621,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neither comfortable nor uncomfortable,Somewhat comfortable,Somewhat comfortable,Likely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,NA,NA,NA,NA,100,50,60,100,B2A51862BEED42D09389B7E2253AE1AE,019e17fe-6198-7ae0-a875-62e32f60faba,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,Control,Control,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,3,05/11/2026 11:03:27 AM,05/11/2026 11:15:05 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,46,"Bachelor's degree (for example: BA, AB, BS)",Male,Business Management & Administration,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$50,000-$59,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Prosecuting journalists for unfair news coverage,4,59,Somewhat important,50,50,31,50,64,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.008,44.113,45.049,7,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat uncomfortable,Uncomfortable,Somewhat uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,50,50,35,50,NA,NA,NA,NA,NA,NA,NA,NA,BD7EB86C640C4BB4A0702ECD4CB22E7D,019e1804-a859-7802-a5ed-e0729a9b719a,019e17f4-9e09-7916-8745-e6999db374da,0.635,NA,0.565,0.9015,NA,Mehlhaff,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,media,0,05/11/2026 11:10:18 AM,05/11/2026 11:15:06 AM,Redirect,929B340BD7,1.5,0,0.38,Approved,NA,20,"Some college, but no degree",Prefer not to say,Other,Single,Democrat,"Yes, another Hispanic, Latino, or Spanish origin – (for example, Salvadoran, Dominican, Colombian, Guatemalan, Spaniard, Ecuadorian, etc.)",Non-binary,United States,"$90,000-$99,999",Black or African American,Part-time
