Introduction/Consent,Q-PartyAffiliation,Q-PartyAffiliation_4_TEXT,Q-PolarAffiliation,Q-MiddleAffiliation,Prior_awareness,Prior_participation,Q-DemThreat,Q-FeelingTherm_1,Q-FeelingTherm_2,Q-AffPolarization,Event1_Prob_Pre_1,Event2_Prob_Pre_1,Event3_Prob_Pre_1,Event4_Prob_Pre_1,Attention Check_1,Q-InLawDist,Q-CloseFriendDist,Q-Social Distance 3,Q-ReElection,Q-AttentionCheck,Q-Manipulation Check,Event1_Prob_Post_1...40,Event2_Prob_Post_1...41,Event3_Prob_Post_1...42,Event4_Prob_Post_1...43,Event1_Prob_Post_1...44,Event2_Prob_Post_1...45,Event3_Prob_Post_1...46,Event4_Prob_Post_1...47,Event1_Prob_Post_1...48,Event2_Prob_Post_1...49,Event3_Prob_Post_1...50,Event4_Prob_Post_1...51,ParticipantId,assignmentId,projectId,Market_Price_m_kxusdebtmon-26may01,Market_Price_m_kxpayrolls-26apr,Market_Price_m_controls-2026,Market_Price_m_kxdhsfund,order_first,Treat_Party,Treat_Frame,InParty,OutParty,InPartyNoun,OutPartyNoun,GovParty,GovPartyNoun,frame_topic,Treatment,Age,Education,Sex,Occupation Field,Relationship/Marital Status,Political Party,Ethnicity,Gender,Country Of Residence,Household Income,Race,Employment Status
"Yes, I consent to participate.",Republican,NA,Not Very Strong,NA,Unsure,No,Restructuring the state’s highest court to favor the party in power,82,40,Somewhat important,55,40,70,50,64,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,55,50,80,50,NA,NA,NA,NA,9B1DDF8FDD6A44F2A63883D0A492997C,019de997-8a9d-71ca-bf53-721ab6809829,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,courts,2,28,"Bachelor's degree (for example: BA, AB, BS)",Male,"Science, Technology, Engineering & Mathematics",In a relationship,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$70,000-$79,999",Black or African American,Full-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,Unsure,No,Restructuring the state’s highest court to favor the party in power,100,10,Neither important nor unimportant,50,72,73,51,64,Neither comfortable nor uncomfortable,Very Comfortable,Very comfortable,Neither likely nor unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,71,72,73,90,NA,NA,NA,NA,EE1148161E494C24AFC72BC04247216D,019de9a0-8ebc-7c75-9c5a-b83442631d61,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,courts,3,38,"Bachelor's degree (for example: BA, AB, BS)",Female,Other,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$60,000-$69,999",Filipino,Business Owner
"Yes, I consent to participate.",Independent,NA,NA,Closer to Republican Party,Yes,No,Prosecuting journalists for unfair news coverage,62,39,Important,62,39,71,25,64,Somewhat comfortable,Comfortable,Comfortable,Unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,46,57,80,NA,NA,NA,NA,058F7E3633E64D6093CD23F6A7997152,019de99f-b76e-7f4c-b464-b9273062c2d2,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,media,3,20,"Some college, but no degree",Male,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",Black or African American,Unemployed
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,No,No,Directing law enforcement to investigate politicians of the opposing party,23,82,Important,50,27,62,50,64,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Very likely,Not specified,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,95,30,100,40,NA,NA,NA,NA,6DAFC13065D744D9AD1015E0529628F9,019de999-b7f1-7e49-a0bf-eb5aa10ca7d4,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Electoral,Democratic,Republican,Democrat,Republican,NA,NA,investigate,2,29,"Some college, but no degree",Female,Other,In a relationship,Democrat,"Yes, Mexican, Mexican Am., Chicano",Woman,United States,"Less than $10,000",An ethnicity not listed here,Student
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Yes,No,Manipulating geographic boundaries of election districts,16,66,Important,70,19,39,81,64,Uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,70,30,40,70,NA,NA,NA,NA,NA,NA,NA,NA,470B06DA3A2D4D80ADCA04EE7DD7441D,019de9a0-ce43-70f2-9d3b-16e334d85452,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,0,78,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Male,Other,Divorced,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",White,Retired
"Yes, I consent to participate.",Independent,NA,NA,Closer to Republican Party,Yes,No,Restructuring the state’s highest court to favor the party in power,75,5,Important,50,25,20,50,64,Somewhat comfortable,Somewhat comfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,51,25,20,65,NA,NA,NA,NA,DDB0DABFC4E74921B043307FEC8AAFB1,019de99f-4d63-7495-bd5f-dd468416d98c,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,Control,Democracy,Republican,Democratic,Republican,Democrat,NA,NA,courts,1,70,"Bachelor's degree (for example: BA, AB, BS)",Male,Marketing and Sales,In a relationship,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$60,000-$69,999",White,Business Owner
"Yes, I consent to participate.",Independent,NA,NA,Neither,Yes,Yes,Manipulating geographic boundaries of election districts,0,29,Very important,100,32,7,76,64,Very uncomfortable,Very uncomfortable,Very uncomfortable,Unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,100,28,10,83,NA,NA,NA,NA,NA,NA,NA,NA,FDC65C5F8DCB4731B5953C1745FC9696,019de9a2-7525-7084-9b23-08c6d178f6a4,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,0,63,"Bachelor's degree (for example: BA, AB, BS)",Male,Finance,Divorced,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$10,000-$19,999",White,Full-time
"Yes, I consent to participate.",Other party (please specify),Libertarian,NA,Neither,Yes,No,Restructuring the state’s highest court to favor the party in power,55,4,Important,100,51,96,100,64,Very uncomfortable,Uncomfortable,Uncomfortable,Unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,51,95,100,NA,NA,NA,NA,55B0DE3537B94DC0B9FA08727CEF91A1,019de99a-ab7b-74c0-aed0-c1bfc11e9d9b,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Democracy,Republican,Democratic,Republican,Democrat,Republican,Republican,courts,2,63,"Bachelor's degree (for example: BA, AB, BS)",Male,Other,In a relationship,Something else,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"Less than $10,000",An ethnicity not listed here,Unemployed
"Yes, I consent to participate.",Republican,NA,Strong,NA,Yes,No,Banning political rallies,90,20,Neither important nor unimportant,70,80,90,65,64,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,75,80,80,87,NA,NA,NA,NA,3AE5CC80B2564472A7D9653DE7A206A4,019de99c-bdfd-7054-a3b9-122e50e58ade,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,rallies,2,62,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,Single,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",White,Part-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,21,93,Very important,75,39,50,92,64,Neither comfortable nor uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,87,32,50,94,NA,NA,NA,NA,B480F8A5265B482CAFB6C133462E2FE6,019de9a1-a158-7c90-aff4-50b64d18aa3c,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Policy,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,2,70,"Master's degree (for example: MA, MS, MEng, MEd, MSW, MBA)",Female,Education & Training,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",White,Part-time
"Yes, I consent to participate.",Republican,NA,Not Very Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,78,35,Important,58,63,55,83,64,Somewhat comfortable,Somewhat comfortable,Comfortable,Unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,50,55,100,NA,NA,NA,NA,AE0FBB6F1C814D4CAC30B3F3326D9AF3,019de9a1-426d-70fe-9bb1-9993a1f84dc0,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Policy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,3,51,"Some college, but no degree",Male,Government & Public Administration,Divorced,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$125,000-$149,999",Chinese,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,No,No,Restructuring the state’s highest court to favor the party in power,10,90,Very important,50,50,10,50,64,Comfortable,Comfortable,Very comfortable,Likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,50,50,10,50,NA,NA,NA,NA,NA,NA,NA,NA,E2047E298CF54A09AC5096D16E35328E,019de9a2-4929-7f71-a275-cd1ffc008bac,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,0,67,"Doctorate degree (for example: PhD, EdD)",Female,Retired,Widowed,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$150,000-$174,999",White,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Restructuring the state’s highest court to favor the party in power,50,95,Important,70,10,30,85,64,Comfortable,Comfortable,Comfortable,Unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,52,30,48,99,NA,NA,NA,NA,8AB362E6607B4352B1C8DEA698C95D2E,019de99e-7547-7e89-88a4-5291bf038d62,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,OutParty,Policy,Democratic,Republican,Democrat,Republican,Republican,Republican,courts,1,49,High school graduate - high school diploma or the equivalent (for example: GED),Female,Other,Divorced,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$10,000-$19,999",Black or African American,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Yes,Yes,Restructuring the state’s highest court to favor the party in power,20,40,Very important,75,25,75,75,64,Comfortable,Comfortable,Comfortable,Likely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,46,50,100,NA,NA,NA,NA,AF977840591D4A87B96F952F0E40FD8C,019de99a-e96f-75ad-a6e8-0687d3e2829d,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Electoral,Democratic,Republican,Democrat,Republican,NA,NA,courts,2,32,"Some college, but no degree",Female,Medicine,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$90,000-$99,999",Black or African American,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Yes,No,Restructuring the state’s highest court to favor the party in power,15,50,Important,80,0,35,50,64,Somewhat uncomfortable,Somewhat comfortable,Neither comfortable nor uncomfortable,Neither likely nor unlikely,Not specified,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,80,0,35,50,NA,NA,NA,NA,BDE67C2DF7E34C829465442702DD3ACC,019de99d-51db-792a-bfaf-77e4d3a5b1ca,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,2,36,"Some college, but no degree",Female,Arts,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",Black or African American,Business Owner
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,No,No,Manipulating geographic boundaries of election districts,50,51,Not at all important,60,65,55,70,64,Very uncomfortable,Very uncomfortable,Very uncomfortable,Neither likely nor unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,60,55,100,NA,NA,NA,NA,2806ADC02E874EFAA0DCECFE63A09A7D,019de99c-a729-7137-9bb1-42aec93f809d,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Democracy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,redistrict,1,35,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$50,000-$59,999",Filipino,Full-time
"Yes, I consent to participate.",Republican,NA,Not Very Strong,NA,No,No,Manipulating geographic boundaries of election districts,70,33,Important,55,45,43,60,64,Neither comfortable nor uncomfortable,Somewhat comfortable,Somewhat comfortable,Unlikely,Democrat,The governor took action in an effort to reshape democratic norms and institutions.,55,39,42,58,NA,NA,NA,NA,NA,NA,NA,NA,50702036006D4A2EB5A1D51F641BEF19,019de9a2-3043-7b61-8624-c5982dc0676c,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Electoral,Republican,Democratic,Republican,Democrat,Democratic,Democrat,redistrict,0,49,"Bachelor's degree (for example: BA, AB, BS)",Female,Marketing and Sales,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$200,000-$224,999",Korean,Part-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,10,80,Very important,50,0,25,30,64,Uncomfortable,Somewhat uncomfortable,Uncomfortable,Very unlikely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,100,0,50,100,NA,NA,NA,NA,2ACB97CD18834B69A198619CA30BC130,019de99f-e28c-7a6f-b795-f6d575ab0b5a,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,OutParty,Electoral,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,2,37,High school graduate - high school diploma or the equivalent (for example: GED),Male,I’d Rather Not Say,In a relationship,Democrat,"Yes, Puerto Rican",Man,United States,"$30,000-$39,999",Filipino,"Not in paid work (e.g., homemaker, disabled)"
"Yes, I consent to participate.",Republican,NA,Strong,NA,Yes,Yes,Manipulating geographic boundaries of election districts,90,68,Somewhat important,67,58,68,63,64,Somewhat comfortable,Somewhat comfortable,Somewhat uncomfortable,Somewhat likely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,80,41,58,60,NA,NA,NA,NA,FB80A7413CAC45F28071C504502281E0,019de99d-48b9-742b-9ba0-6d6e94e876eb,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,Republican,redistrict,2,38,"Bachelor's degree (for example: BA, AB, BS)",Female,Information Technology,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",Black or African American,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Neither,Yes,Yes,Restructuring the state’s highest court to favor the party in power,30,40,Somewhat important,34,60,18,40,64,Neither comfortable nor uncomfortable,Somewhat comfortable,Neither comfortable nor uncomfortable,Unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,79,42,23,73,NA,NA,NA,NA,C15C09EAF043480BA6AAAC4B162B65EE,019de9a5-4451-73ff-9c42-08743d9b1cf4,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Democracy,Democratic,Republican,Democrat,Republican,NA,NA,courts,2,22,"Some college, but no degree",Male,Information Technology,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$175,000-$199,999",Filipino,Student
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Banning political rallies,16,84,Important,65,31,34,50,64,Uncomfortable,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Very unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,84,25,37,95,NA,NA,NA,NA,4B1E8919BFF34227AD841D4567D1350E,019de99e-bc53-71a7-b4f8-80639d641471,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,rallies,2,39,"Bachelor's degree (for example: BA, AB, BS)",Female,Manufacturing,Single,Democrat,"Yes, Mexican, Mexican Am., Chicano",Woman,United States,"$40,000-$49,999",Black or African American,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Republican Party,No,No,Banning political rallies,80,61,Important,60,30,82,41,64,Somewhat comfortable,Somewhat comfortable,Somewhat comfortable,Somewhat likely,Not specified,The governor took action to pursue a specific policy outcome.,61,41,82,40,NA,NA,NA,NA,NA,NA,NA,NA,4941B592B8544826A4B3C5CDBAF629B0,019de99e-6156-7209-aa42-d648baf85a37,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,rallies,0,35,"Some college, but no degree",Female,Architecture and Construction,In a relationship,Independent,"Yes, Puerto Rican",Woman,United States,"$20,000-$29,999",White,Full-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,Yes,Unsure,Directing law enforcement to investigate politicians of the opposing party,82,63,Somewhat important,61,73,77,67,64,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Somewhat comfortable,Somewhat likely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,46,51,99,NA,NA,NA,NA,90B885CBA5A24A119147789E3F198F5A,019de99d-a667-7fc2-b3cf-0598f5386f03,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Policy,Republican,Democratic,Republican,Democrat,NA,NA,investigate,1,57,"Bachelor's degree (for example: BA, AB, BS)",Male,Business Management & Administration,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$90,000-$99,999",Black or African American,Full-time
"Yes, I consent to participate.",Republican,NA,Strong,NA,No,No,Restructuring the state’s highest court to favor the party in power,98,6,Important,68,64,98,61,64,Neither comfortable nor uncomfortable,Uncomfortable,Somewhat uncomfortable,Very unlikely,Democrat,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,98,63,50,100,NA,NA,NA,NA,C75C95905ED1439A8E83068DFDD96310,019de997-6b15-7b1f-8061-acd110685d79,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,OutParty,Democracy,Republican,Democratic,Republican,Democrat,Democratic,Democrat,courts,1,62,"Bachelor's degree (for example: BA, AB, BS)",Male,Business Management & Administration,Married,Republican,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$90,000-$99,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,Yes,No,Manipulating geographic boundaries of election districts,15,85,Very important,75,5,42,20,64,Very uncomfortable,Somewhat uncomfortable,Very uncomfortable,Very unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,87,37,39,86,NA,NA,NA,NA,B986319450854FF19E95BE5C51FD0253,019de99a-8965-7763-bf84-f8cb0d1693d2,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,Control,Policy,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,2,52,"Doctorate degree (for example: PhD, EdD)",Female,Other,NA,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$40,000-$49,999",An ethnicity not listed here,Part-time
"Yes, I consent to participate.",No preference,NA,NA,Neither,Yes,No,Directing law enforcement to investigate politicians of the opposing party,50,50,Important,60,20,40,50,64,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat likely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,90,20,50,75,NA,NA,NA,NA,98CC7D60D91446B491881A5E2C191D55,019de9a3-dc25-7142-af16-af2e094f05b3,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,investigate,1,71,"Bachelor's degree (for example: BA, AB, BS)",Male,Retired,Married,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",White,Retired
"Yes, I consent to participate.",Independent,NA,NA,Closer to Republican Party,Yes,No,Banning political rallies,29,19,Important,96,23,23,29,64,Somewhat comfortable,Somewhat comfortable,Neither comfortable nor uncomfortable,Very unlikely,Not specified,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,38,23,100,NA,NA,NA,NA,F23C5455D9794CD9B96FBE715F906BF7,019de9a2-170e-7dee-ae78-d813e9f04410,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,InParty,Policy,Republican,Democratic,Republican,Democrat,Republican,Republican,rallies,1,31,"Bachelor's degree (for example: BA, AB, BS)",Male,Information Technology,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$70,000-$79,999",Chinese,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Neither,Yes,Yes,Restructuring the state’s highest court to favor the party in power,25,50,Important,75,25,50,33,64,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat uncomfortable,Somewhat unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,75,25,50,33,NA,NA,NA,NA,D6C205933CD040E9A042F0C275CD4C0D,019de997-0b2c-722b-963c-0b841e8b8ce6,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,InParty,Electoral,Democratic,Republican,Democrat,Republican,Democratic,Democrat,courts,2,33,"Bachelor's degree (for example: BA, AB, BS)",Male,"Science, Technology, Engineering & Mathematics",Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$100,000-$124,999",An ethnicity not listed here,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Neither,Yes,Yes,Banning political rallies,74,27,Neither important nor unimportant,79,44,69,51,64,Somewhat uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat unlikely,Democrat,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,36,74,60,NA,NA,NA,NA,9886EFFCD15B475C9EF228BBFFCD27C2,019de9a1-8fde-7d34-8a55-277643e406ab,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Electoral,Republican,Democratic,Republican,Democrat,Republican,Republican,rallies,2,20,"Associate degree (for example: AA, AS)",Male,Other,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Man,United States,"$250,000 or more",Japanese,Full-time
"Yes, I consent to participate.",Democrat,NA,Strong,NA,No,No,Prosecuting journalists for unfair news coverage,14,93,Very important,62,22,20,53,64,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Neither comfortable nor uncomfortable,Somewhat likely,Democrat,The governor took action to pursue a specific policy outcome.,NA,NA,NA,NA,74,20,0,52,NA,NA,NA,NA,B2A470B2B06140B5A52CA539A5BE53E6,019de9a5-2afd-78c6-8932-97691be00b5c,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,InParty,Policy,Democratic,Republican,Democrat,Republican,Democratic,Democrat,media,1,71,"Bachelor's degree (for example: BA, AB, BS)",Female,Business Management & Administration,Single,Democrat,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$50,000-$59,999",White,Full-time
"Yes, I consent to participate.",Democrat,NA,Not Very Strong,NA,No,No,Manipulating geographic boundaries of election districts,30,70,Important,100,10,30,70,64,Uncomfortable,Very uncomfortable,Very uncomfortable,Very unlikely,Republican,The governor took action to gain an electoral advantage or to respond to similar actions taken by the other party in the past.,NA,NA,NA,NA,100,40,30,90,NA,NA,NA,NA,7018C8345C134389A0FA3E735759552B,019de9a3-5b8d-7610-b02c-58abcb280f3a,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.465,0.505,0.995,OW,OutParty,Democracy,Democratic,Republican,Democrat,Republican,Republican,Republican,redistrict,3,40,"Associate degree (for example: AA, AS)",Female,Medicine,Single,Independent,"No, not of Hispanic, Latino, or Spanish origin",Woman,United States,"$30,000-$39,999",Vietnamese,Full-time
"Yes, I consent to participate.",Independent,NA,NA,Closer to Democratic Party,Yes,No,Manipulating geographic boundaries of election districts,81,70,Somewhat important,100,50,55,47,64,Neither comfortable nor uncomfortable,Somewhat comfortable,Neither comfortable nor uncomfortable,Somewhat likely,Republican,The governor took action in an effort to reshape democratic norms and institutions.,NA,NA,NA,NA,92,50,73,80,NA,NA,NA,NA,279C6736060D4CFFB2EB114EC800B71F,019de9a2-20c8-7a90-ac89-03470341b858,019de1ab-afed-72b0-99bf-23a6aa89592d,1,0.475,0.505,0.995,Mehlhaff,Control,Democracy,Democratic,Republican,Democrat,Republican,NA,NA,redistrict,1,31,"Some college, but no degree",Male,Other,NA,Democrat,"Yes, Puerto Rican",Man,United States,"$50,000-$59,999",White,Full-time
